"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"914300","749325","2025-10-05","69.00","AUD","1759642415","27275/2025-10-05/1759642415.json"
"130792","157185","2025-10-05","69.00","AUD","1759642415","27275/2025-10-05/1759642415.json"
"914300","749325","2025-10-06","69.00","AUD","1759642415","27275/2025-10-06/1759642415.json"
"130792","157185","2025-10-06","69.00","AUD","1759642415","27275/2025-10-06/1759642415.json"
"130792","157185","2025-10-07","69.00","AUD","1759642415","27275/2025-10-07/1759642415.json"
"914300","749325","2025-10-07","69.00","AUD","1759642415","27275/2025-10-07/1759642415.json"
"130792","157185","2025-10-08","69.00","AUD","1759642415","27275/2025-10-08/1759642415.json"
"914300","749325","2025-10-08","69.00","AUD","1759642415","27275/2025-10-08/1759642415.json"
"130792","157185","2025-10-09","69.00","AUD","1759642415","27275/2025-10-09/1759642415.json"
"914300","749325","2025-10-09","69.00","AUD","1759642415","27275/2025-10-09/1759642415.json"
"914300","749325","2025-10-10","69.00","AUD","1759642415","27275/2025-10-10/1759642415.json"
"130792","157185","2025-10-10","69.00","AUD","1759642415","27275/2025-10-10/1759642415.json"
"834622","627946","2025-10-10","80.50","AUD","1759642415","27275/2025-10-10/1759642415.json"
"914300","749325","2025-10-11","69.00","AUD","1759642415","27275/2025-10-11/1759642415.json"
"130792","157185","2025-10-11","69.00","AUD","1759642415","27275/2025-10-11/1759642415.json"
"834622","627946","2025-10-11","80.50","AUD","1759642415","27275/2025-10-11/1759642415.json"
"130792","157185","2025-10-12","69.00","AUD","1759642415","27275/2025-10-12/1759642415.json"
"914300","749325","2025-10-12","69.00","AUD","1759642415","27275/2025-10-12/1759642415.json"
"834622","627946","2025-10-12","80.50","AUD","1759642415","27275/2025-10-12/1759642415.json"
"914300","749325","2025-10-13","69.00","AUD","1759642415","27275/2025-10-13/1759642415.json"
"130792","157185","2025-10-13","69.00","AUD","1759642415","27275/2025-10-13/1759642415.json"
"914300","749325","2025-10-14","69.00","AUD","1759642415","27275/2025-10-14/1759642415.json"
"130792","157185","2025-10-14","69.00","AUD","1759642415","27275/2025-10-14/1759642415.json"
"914300","749325","2025-10-15","69.00","AUD","1759642415","27275/2025-10-15/1759642415.json"
"130792","157185","2025-10-15","69.00","AUD","1759642415","27275/2025-10-15/1759642415.json"
"914300","749325","2025-10-16","69.00","AUD","1759642415","27275/2025-10-16/1759642415.json"
"130792","157185","2025-10-16","69.00","AUD","1759642415","27275/2025-10-16/1759642415.json"
"130792","157185","2025-10-17","69.00","AUD","1759642415","27275/2025-10-17/1759642415.json"
"914300","749325","2025-10-17","69.00","AUD","1759642415","27275/2025-10-17/1759642415.json"
